year, MPeople
1900,85.4375
1901.008403361345,85.9375
1902.016806722689,84.375
1903.025210084034,84.875
1904.033613445378,85.375
1905.042016806723,86.5625
1906.050420168067,85.75
1907.058823529412,88.125
1908.067226890756,89.4375
1909.075630252101,90.375
1910.084033613445,90.625
1911.09243697479,94.4375
1912.100840336135,93.5625
1913.109243697479,95
1914.117647058823,98.3125
1915.126050420168,100.6875
1916.134453781513,100.8125
1917.142857142857,102.875
1918.151260504202,104.1875
1919.159663865546,105.8125
1920.168067226891,107.4375
1921.176470588235,109
1922.18487394958,111.5625
1923.193277310924,113
1924.201680672269,114.1875
1925.210084033613,115.9375
1926.218487394958,117.4375
1927.226890756303,119.0625
1928.235294117647,121.125
1929.243697478992,121.375
1930.252100840336,123.125
1931.260504201681,125.3125
1932.268907563025,126.6875
1933.27731092437,128.4375
1934.285714285714,128.6875
1935.294117647059,127.8125
1936.302521008403,132.25
1937.310924369748,132.1875
1938.319327731092,134.125
1939.327731092437,134.5
1940.336134453782,134.375
1941.344537815126,137
1942.35294117647,141.4375
1943.361344537815,140
1944.36974789916,143
1945.378151260504,143.8125
1946.386554621849,146.1875
1947.394957983193,147.6875
1948.403361344538,150.75
1949.411764705882,151.625
1950.420168067227,154.75
1951.428571428571,156.3125
1952.436974789916,159.3125
1953.44537815126,162.375
1954.453781512605,165.5
1955.46218487395,167.125
1956.470588235294,168.4375
1957.478991596639,171.8125
1958.487394957983,175.75
1959.495798319328,178.6875
1960.504201680672,179.375
1961.512605042017,182.875
1962.521008403361,186.375
1963.529411764706,188.6875
1964.53781512605,192.5
1965.546218487395,195.75
1966.55462184874,197.25
1967.563025210084,200.875
1968.571428571429,203.4375
1969.579831932773,207.125
1970.588235294118,208.625
1971.596638655462,211.1875
1972.605042016807,213.5
1973.613445378151,216.875
1974.621848739496,218.5625
1975.63025210084,219.6875
1976.638655462185,223.1875
1977.64705882353,225.3125
1978.655462184874,228
1979.663865546218,229.3125
1980.672268907563,231.625
1981.680672268908,232.0625
1982.689075630252,235.875
1983.697478991597,237.625
1984.705882352941,239.1875
1985.714285714286,240.9375
1986.72268907563,244.75
1987.731092436975,246.5625
1988.739495798319,247.6875
1989.747899159664,249.875
1990.756302521008,253.4375
1991.764705882353,256.375
1992.773109243697,259.75
1993.781512605042,262.1875
1994.789915966387,265.125
1995.798319327731,270.4375
1996.806722689076,273.625
1997.81512605042,276.75
1998.823529411765,283.125
1999.831932773109,287.5
2000.840336134454,290.5
2001.848739495798,296.5
2002.857142857143,300.625
2003.865546218487,303.625
2004.873949579832,307.75
2005.882352941177,311.4375
2006.890756302521,312.1875
2007.899159663865,315
2008.90756302521,315.25
2009.915966386555,313.9375
2010.924369747899,311.6875
2011.932773109244,306.6875
2012.941176470588,302.125
2013.949579831933,290.3125
2014.957983193277,278.0625
2015.966386554622,259.8125
2016.974789915966,236.125
2017.983193277311,209.625
2018.991596638655,173.1875
2020,134.9375
